checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
0<=X<200,18,critical/order existing credit,furniture/equipment,1928,<100,<1,2,male single,none,2,real estate,31,stores,own,2,unskilled resident,1,none,yes,bad
<0,60,delayed previously,business,6836,<100,>=7,3,male single,none,4,no known property,63,stores,own,2,skilled,1,yes,yes,bad
<0,24,existing paid,new car,1371,no known savings,1<=X<4,4,female div/dep/mar,none,4,real estate,25,stores,rent,1,skilled,1,none,yes,bad
0<=X<200,24,existing paid,new car,1246,<100,<1,4,male single,none,2,real estate,23,stores,own,1,unskilled resident,1,none,yes,bad
0<=X<200,43.8,critical/order existing credit,furniture/equipment,5125.39,<100,1<=X<4,2.71,male div/sep,none,2.6,car,29.6,stores,own,1,high qualif/self emp/mgmt,1,none,yes,bad
0<=X<200,18,critical/order existing credit,radio/tv,1245,<100,1<=X<4,4,male mar/wid,none,2,car,33,stores,own,1,skilled,1,none,yes,bad
0<=X<200,45.5,delayed previously,new car,5965.43,<100,1<=X<4,2.61,female div/dep/mar,none,2.3,no known property,24,bank,own,1,skilled,1,none,yes,bad
>=200,18,existing paid,furniture/equipment,2864,<100,1<=X<4,2,male single,none,1,real estate,34,stores,own,1,unskilled resident,2,none,yes,bad
>=200,12,all paid,business,609,<100,<1,4,female div/dep/mar,none,1,real estate,26,stores,own,1,unemp/unskilled non res,1,none,yes,bad
<0,16.3,delayed previously,education,2579.48,500<=X<10000,<1,4,male single,none,1.5,real estate,36.8,bank,own,1,unskilled resident,2,none,yes,bad
0<=X<200,31.6,critical/order existing credit,furniture/equipment,4266.1,500<=X<10000,4<=X<7,2.4,female div/dep/mar,none,3.1,car,25.3,stores,own,2,high qualif/self emp/mgmt,1,none,yes,bad
0<=X<200,36.4,existing paid,other,3014.87,100<=X<500,1<=X<4,4,male mar/wid,guarantor,3.7,life insurance,22,stores,rent,1.3,skilled,1,none,yes,bad
0<=X<200,60,all paid,other,14782,100<=X<500,>=7,3,female div/dep/mar,none,4,no known property,60,bank,for free,2,high qualif/self emp/mgmt,1,yes,yes,bad
0<=X<200,29.5,existing paid,repairs,11960.88,<100,4<=X<7,1,female div/dep/mar,none,1.3,life insurance,33.1,stores,own,1.1,unemp/unskilled non res,1,none,yes,bad
<0,24,delayed previously,new car,1333,<100,unemployed,4,male single,none,2,real estate,43,stores,for free,2,skilled,2,none,yes,bad
>=200,9.6,existing paid,new car,1300.3,>=1000,1<=X<4,4,male single,guarantor,3.1,car,30,stores,own,1.4,skilled,1,none,yes,bad
<0,12,existing paid,new car,1372,<100,4<=X<7,2,male div/sep,none,3,car,36,stores,own,1,skilled,1,yes,yes,bad
<0,42.6,existing paid,radio/tv,1844,<100,1<=X<4,3.9,male mar/wid,none,3.8,no known property,23.2,stores,for free,1,skilled,1,yes,yes,bad
<0,24,all paid,radio/tv,1546,<100,4<=X<7,4,male single,guarantor,4,car,24,bank,rent,1,unskilled resident,1,none,yes,bad
>=200,17.8,critical/order existing credit,radio/tv,1550.68,<100,<1,4,male single,guarantor,4,life insurance,40.1,bank,for free,1.5,skilled,2,none,yes,bad
<0,24,existing paid,furniture/equipment,2996,no known savings,1<=X<4,2,male mar/wid,none,4,car,20,stores,own,1,skilled,1,none,yes,bad
no checking,15,existing paid,education,4623,100<=X<500,1<=X<4,3,male single,none,2,life insurance,40,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
0<=X<200,28,existing paid,repairs,11848.81,<100,4<=X<7,1,female div/dep/mar,none,2,life insurance,30.3,stores,own,1.3,skilled,1,none,yes,bad
<0,18,existing paid,education,3114.12,<100,4<=X<7,3.02,female div/dep/mar,none,4,life insurance,26,stores,own,1,skilled,1,none,yes,bad
0<=X<200,12,existing paid,repairs,639,<100,1<=X<4,4,male single,none,2,car,30,stores,own,1,skilled,1,none,yes,bad
<0,15.6,delayed previously,education,2283.71,100<=X<500,<1,3.41,male div/sep,none,2.6,car,33.7,stores,own,2,high qualif/self emp/mgmt,1,none,yes,bad
<0,18.5,critical/order existing credit,new car,4857.56,<100,4<=X<7,3,male single,guarantor,4,life insurance,48.4,stores,for free,2,skilled,2,none,yes,bad
0<=X<200,36,existing paid,education,12612,100<=X<500,1<=X<4,1,male single,none,4,no known property,47,stores,for free,1,skilled,2,yes,yes,bad
<0,12,existing paid,furniture/equipment,1282,<100,1<=X<4,2,female div/dep/mar,none,4,car,20,stores,rent,1,skilled,1,none,yes,bad
no checking,21,critical/order existing credit,new car,12168.27,no known savings,>=7,4,male single,none,4,no known property,30,stores,for free,1,high qualif/self emp/mgmt,1,yes,yes,bad
0<=X<200,21.9,existing paid,new car,1351.54,<100,4<=X<7,3.35,female div/dep/mar,none,3.7,life insurance,25.3,bank,own,1,unemp/unskilled non res,1,none,yes,bad
0<=X<200,24,existing paid,furniture/equipment,4070.33,<100,4<=X<7,3,male div/sep,none,3.3,car,38,bank,own,1.3,skilled,1,none,yes,bad
<0,6.5,delayed previously,domestic appliance,461.41,<100,<1,4,female div/dep/mar,none,3.8,life insurance,23.2,stores,own,1,skilled,1,none,yes,bad
0<=X<200,60,existing paid,education,6187.46,<100,1<=X<4,4,male single,none,4,no known property,42,stores,for free,1,skilled,1,none,yes,bad
no checking,18,all paid,new car,6458,<100,>=7,2,male single,none,4,no known property,39,bank,own,1,high qualif/self emp/mgmt,2,yes,yes,bad
<0,24,existing paid,new car,1285,no known savings,4<=X<7,4,female div/dep/mar,none,4,no known property,32,stores,rent,1,skilled,1,none,yes,bad
<0,24,all paid,furniture/equipment,3349,500<=X<10000,<1,4,male single,none,4,no known property,30,stores,for free,1,skilled,2,yes,yes,bad
<0,17.8,existing paid,furniture/equipment,1129.46,<100,>=7,4,female div/dep/mar,none,2.1,car,33.5,bank,own,1,skilled,1,none,yes,bad
<0,11.7,critical/order existing credit,furniture/equipment,2239.89,<100,<1,2.83,male single,none,2.8,life insurance,54.1,bank,own,1.8,skilled,1,none,yes,bad
0<=X<200,24,existing paid,new car,1355,<100,<1,3,female div/dep/mar,none,4,car,25,stores,own,1,unskilled resident,1,none,yes,bad
0<=X<200,11.8,existing paid,radio/tv,1109.62,<100,4<=X<7,4,male single,none,3,no known property,28.2,stores,for free,2,skilled,1,none,yes,bad
0<=X<200,48,no credits/all paid,business,14421,<100,1<=X<4,2,male single,none,2,car,25,stores,own,1,skilled,1,yes,yes,bad
0<=X<200,24,existing paid,new car,2718,<100,1<=X<4,3,female div/dep/mar,none,4,life insurance,20,stores,rent,1,unskilled resident,1,yes,yes,bad
<0,24,existing paid,radio/tv,1987,<100,1<=X<4,2,male single,none,4,real estate,21,stores,rent,1,unskilled resident,2,none,yes,bad
no checking,21,no credits/all paid,new car,5003,no known savings,1<=X<4,1,female div/dep/mar,none,4,life insurance,29,bank,own,2,skilled,1,none,yes,bad
<0,28,existing paid,furniture/equipment,3346.32,<100,<1,4,male mar/wid,none,2,car,35.4,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
0<=X<200,24,existing paid,new car,1246,<100,<1,4,male single,none,2,real estate,23,stores,own,1,unskilled resident,1,none,yes,bad
0<=X<200,21,critical/order existing credit,other,2543.41,500<=X<10000,1<=X<4,4,male single,none,1.6,life insurance,27,stores,own,1.6,unskilled resident,1,none,yes,bad
no checking,9,existing paid,furniture/equipment,1980,<100,<1,2,female div/dep/mar,co applicant,2,car,19,stores,rent,2,skilled,1,none,yes,bad
<0,24,all paid,radio/tv,1546,<100,4<=X<7,4,male single,guarantor,4,car,24,bank,rent,1,unskilled resident,1,none,yes,bad
no checking,18,existing paid,new car,6761,no known savings,1<=X<4,2,male single,none,4,car,68,stores,rent,2,skilled,1,none,yes,bad
0<=X<200,18.9,delayed previously,new car,1039.16,>=1000,1<=X<4,4,female div/dep/mar,none,2.3,life insurance,35.4,stores,own,1,skilled,1,none,yes,bad
0<=X<200,7.5,all paid,education,433,<100,<1,3.88,female div/dep/mar,guarantor,2.2,life insurance,23.8,bank,rent,1,skilled,2,none,yes,bad
0<=X<200,47.8,delayed previously,other,5952.04,<100,1<=X<4,2.04,female div/dep/mar,none,2,no known property,22.1,bank,own,1,skilled,1,none,yes,bad
0<=X<200,18.9,delayed previously,new car,1039.16,>=1000,1<=X<4,4,female div/dep/mar,none,2.3,life insurance,35.4,stores,own,1,skilled,1,none,yes,bad
<0,12,all paid,furniture/equipment,697.7,<100,<1,4,male single,none,2.1,car,45.8,bank,own,2,skilled,1,none,yes,bad
0<=X<200,24,existing paid,used car,4113,500<=X<10000,<1,3,female div/dep/mar,none,4,car,28,stores,rent,1,skilled,1,none,yes,bad
<0,12,critical/order existing credit,new car,694.28,<100,>=7,4,male single,none,3.2,life insurance,39,stores,own,1.8,skilled,1,none,yes,bad
<0,48,existing paid,radio/tv,6999,<100,4<=X<7,1,male mar/wid,none,1,real estate,34,stores,own,2,skilled,1,yes,yes,bad
0<=X<200,60,all paid,other,14782,100<=X<500,>=7,3,female div/dep/mar,none,4,no known property,60,bank,for free,2,high qualif/self emp/mgmt,1,yes,yes,bad
0<=X<200,24,no credits/all paid,business,4241,<100,1<=X<4,1,male single,none,4,real estate,36,stores,own,3,unskilled resident,1,yes,yes,bad
<0,18,existing paid,furniture/equipment,1143.26,<100,unemployed,4,female div/dep/mar,none,2,car,33,stores,own,1,skilled,1,none,yes,bad
<0,33.9,delayed previously,repairs,6279.2,<100,4<=X<7,4,male single,none,3.2,life insurance,38.9,stores,for free,2,skilled,1,yes,yes,bad
<0,24,existing paid,new car,2374.88,100<=X<500,>=7,1.84,male div/sep,none,1.4,car,33.8,bank,own,1.4,skilled,1,none,yes,bad
<0,20,existing paid,new car,1281.37,>=1000,4<=X<7,3.67,female div/dep/mar,none,3,no known property,33.7,stores,own,1,skilled,1,none,yes,bad
<0,42,existing paid,radio/tv,3965,<100,<1,4,male single,none,3,car,34,stores,own,1,skilled,1,none,yes,bad
>=200,18.2,existing paid,business,4163.19,500<=X<10000,1<=X<4,2.03,male mar/wid,none,2.1,car,35.7,stores,own,2,skilled,2,none,yes,bad
0<=X<200,11.8,existing paid,radio/tv,1109.62,<100,4<=X<7,4,male single,none,3,no known property,28.2,stores,for free,2,skilled,1,none,yes,bad
<0,20.2,existing paid,furniture/equipment,1284.04,>=1000,1<=X<4,3.36,female div/dep/mar,none,4,life insurance,28.2,stores,rent,1,skilled,1,none,yes,bad
>=200,12,existing paid,education,720.27,500<=X<10000,<1,4,male single,none,3.8,car,39.7,bank,own,1,unskilled resident,2,none,yes,bad
no checking,24,existing paid,business,4591,>=1000,1<=X<4,2,male single,none,3,life insurance,40,stores,own,3,high qualif/self emp/mgmt,1,yes,yes,bad
<0,44.2,existing paid,repairs,4602.77,<100,<1,2.84,male single,none,3.8,life insurance,28.8,stores,for free,2.2,high qualif/self emp/mgmt,2,none,yes,bad
<0,18,all paid,furniture/equipment,1553,<100,1<=X<4,4,male single,none,3,car,41,bank,own,1,skilled,1,none,yes,bad
0<=X<200,21.3,critical/order existing credit,other,1216,100<=X<500,<1,4,male div/sep,none,3.6,life insurance,31.4,bank,own,1.6,skilled,2,none,yes,bad
<0,14.9,critical/order existing credit,other,1271.08,>=1000,1<=X<4,3,male mar/wid,none,3.9,no known property,38.9,stores,for free,2,skilled,1,none,yes,bad
0<=X<200,30.5,existing paid,furniture/equipment,3441.44,100<=X<500,1<=X<4,2.18,female div/dep/mar,co applicant,3.8,car,22.8,stores,own,1,skilled,1,none,yes,bad
<0,19.3,all paid,new car,1442,<100,4<=X<7,4,male mar/wid,none,4,life insurance,30,stores,for free,2,unemp/unskilled non res,2,none,yes,bad
<0,9,existing paid,new car,1422,<100,<1,3,male single,none,2,no known property,27,stores,for free,1,high qualif/self emp/mgmt,1,yes,yes,bad
0<=X<200,20.6,existing paid,new car,2039,<100,1<=X<4,1,female div/dep/mar,none,2.7,no known property,20.9,bank,own,1,skilled,1,none,yes,bad
<0,13.4,existing paid,furniture/equipment,1282,500<=X<10000,1<=X<4,2.23,female div/dep/mar,none,3.8,car,21.4,stores,own,1,skilled,1,none,yes,bad
>=200,12.3,all paid,business,609,<100,<1,4,female div/dep/mar,none,1,real estate,26,stores,own,1,unemp/unskilled non res,1,none,yes,bad
<0,12,existing paid,retraining,902,<100,4<=X<7,4,male mar/wid,none,4,life insurance,21,stores,rent,1,skilled,1,none,yes,bad
<0,18,critical/order existing credit,repairs,1190,<100,unemployed,2,female div/dep/mar,none,4,no known property,55,stores,for free,3,unemp/unskilled non res,2,none,yes,bad
<0,20.6,existing paid,other,3172.4,<100,1<=X<4,2,female div/dep/mar,none,2.4,no known property,25.5,stores,own,1,skilled,1,none,yes,bad
0<=X<200,24,delayed previously,furniture/equipment,2060.71,<100,>=7,2.74,female div/dep/mar,none,1.7,life insurance,32.4,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
<0,12,existing paid,retraining,902,<100,4<=X<7,4,male mar/wid,none,4,life insurance,21,stores,rent,1,skilled,1,none,yes,bad
0<=X<200,44.8,delayed previously,new car,5969.54,<100,1<=X<4,2.79,male div/sep,none,2.4,no known property,24,bank,own,1,skilled,1,none,yes,bad
0<=X<200,12,existing paid,new car,898.12,>=1000,1<=X<4,4,male mar/wid,none,2.3,car,25.8,bank,own,1,skilled,1,none,yes,bad
0<=X<200,24,existing paid,other,11328,<100,1<=X<4,2,male single,co applicant,3,car,29,bank,own,2,high qualif/self emp/mgmt,1,yes,yes,bad
<0,13.9,existing paid,education,1274.62,>=1000,1<=X<4,3.62,female div/dep/mar,none,1.6,life insurance,28.9,stores,own,1,skilled,1,none,yes,bad
0<=X<200,29.1,no credits/all paid,business,4273.84,100<=X<500,1<=X<4,3.53,female div/dep/mar,none,4,car,27.6,stores,own,2.2,unskilled resident,1,none,yes,bad
0<=X<200,48,no credits/all paid,other,18424,<100,1<=X<4,1,female div/dep/mar,co applicant,2,life insurance,32,bank,own,1,high qualif/self emp/mgmt,1,yes,no,bad
0<=X<200,18.2,delayed previously,furniture/equipment,2039.64,<100,1<=X<4,1.05,female div/dep/mar,none,3.9,no known property,20.4,bank,own,1,high qualif/self emp/mgmt,1,none,yes,bad
<0,35.4,existing paid,other,6759.26,<100,1<=X<4,2.58,male div/sep,none,2.8,car,46.6,stores,own,1.4,skilled,1,none,yes,bad
<0,18,critical/order existing credit,new car,3966,<100,>=7,1,female div/dep/mar,none,4,real estate,33,bank,rent,3,skilled,1,yes,yes,bad
<0,30,existing paid,repairs,11998,<100,<1,1,male div/sep,none,1,no known property,34,stores,own,1,unskilled resident,1,yes,yes,bad
<0,12,all paid,radio/tv,626,<100,1<=X<4,4,female div/dep/mar,none,4,real estate,24,bank,own,1,unskilled resident,1,none,yes,bad
<0,46.1,delayed previously,domestic appliance,4328.04,<100,4<=X<7,3,female div/dep/mar,none,3.4,life insurance,24.6,bank,own,1.3,skilled,1,none,yes,bad
0<=X<200,24.2,existing paid,retraining,12579.6,500<=X<10000,<1,4,female div/dep/mar,none,2,no known property,44.1,stores,for free,1,high qualif/self emp/mgmt,1,yes,yes,bad
no checking,18,existing paid,furniture/equipment,1533,<100,<1,4,male mar/wid,co applicant,1,life insurance,43,stores,own,1,unskilled resident,2,none,yes,bad
<0,24,existing paid,radio/tv,1987,<100,1<=X<4,2,male single,none,4,real estate,21,stores,rent,1,unskilled resident,2,none,yes,bad
<0,12,existing paid,new car,900,no known savings,1<=X<4,4,male mar/wid,none,2,car,23,stores,own,1,skilled,1,none,yes,bad
<0,22,delayed previously,education,7948.05,<100,4<=X<7,3.58,male div/sep,none,3.2,no known property,41.4,stores,for free,1.4,high qualif/self emp/mgmt,1,yes,yes,bad
<0,12,no credits/all paid,repairs,1108,<100,4<=X<7,4,male single,none,3,real estate,28,stores,own,2,skilled,1,none,yes,bad
no checking,36,existing paid,furniture/equipment,3349,<100,1<=X<4,4,female div/dep/mar,none,2,car,28,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
<0,12,existing paid,new car,1274,<100,<1,3,female div/dep/mar,none,1,real estate,37,stores,own,1,unskilled resident,1,none,yes,bad
0<=X<200,21.3,existing paid,new car,1350.89,<100,4<=X<7,3.41,female div/dep/mar,none,3.6,life insurance,25.4,bank,own,1,unemp/unskilled non res,1,none,yes,bad
0<=X<200,36,no credits/all paid,business,1953,<100,>=7,4,male single,none,4,no known property,61,stores,for free,1,high qualif/self emp/mgmt,1,yes,yes,bad
<0,19.7,critical/order existing credit,new car,2235,<100,1<=X<4,4,male mar/wid,guarantor,2,life insurance,33,bank,rent,2,skilled,1,none,no,bad
<0,24,delayed previously,furniture/equipment,3124.65,<100,4<=X<7,4,female div/dep/mar,none,1,life insurance,27.2,stores,own,1,skilled,1,none,yes,bad
<0,19.3,existing paid,other,3361.11,<100,>=7,3.61,male single,none,2.8,life insurance,37.4,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
0<=X<200,22.2,critical/order existing credit,other,1217.04,100<=X<500,<1,3.55,male mar/wid,none,3.6,no known property,39.2,bank,own,2,skilled,2,none,yes,bad
0<=X<200,11.7,existing paid,furniture/equipment,890.65,<100,<1,4,male mar/wid,none,3.7,car,40,bank,own,1,unemp/unskilled non res,2,none,yes,bad
0<=X<200,15.5,critical/order existing credit,other,891.55,<100,<1,4,male mar/wid,none,4,car,29.7,bank,own,1,skilled,2,none,yes,bad
0<=X<200,36,existing paid,repairs,2384,<100,<1,4,male single,none,1,no known property,33,stores,rent,1,unskilled resident,1,none,yes,bad
<0,48,critical/order existing credit,used car,6143,<100,>=7,4,female div/dep/mar,none,4,no known property,58,stores,for free,2,unskilled resident,1,none,yes,bad
<0,12,no credits/all paid,new car,1082,<100,1<=X<4,4,male single,none,4,car,48,bank,own,2,skilled,1,none,yes,bad
0<=X<200,14.5,existing paid,new car,1769.26,<100,<1,2.16,female div/dep/mar,none,1.1,no known property,25.7,stores,own,1.9,skilled,1,none,yes,bad
no checking,18,critical/order existing credit,education,1864,100<=X<500,1<=X<4,4,female div/dep/mar,none,2,real estate,30,stores,own,2,skilled,1,none,yes,bad
0<=X<200,24,critical/order existing credit,new car,1356.86,>=1000,<1,4,male div/sep,none,3.4,car,34.3,stores,own,1,skilled,1,yes,yes,bad
>=200,45.6,critical/order existing credit,retraining,11644.22,100<=X<500,1<=X<4,1.87,female div/dep/mar,none,3.6,car,25.3,bank,own,1.9,unskilled resident,1,none,yes,bad
0<=X<200,18,existing paid,new car,1042,no known savings,1<=X<4,4,female div/dep/mar,none,2,life insurance,33,stores,own,1,skilled,1,none,yes,bad
0<=X<200,19.1,critical/order existing credit,other,1218.88,100<=X<500,<1,2.77,male mar/wid,none,2.8,no known property,41.3,bank,own,2,skilled,2,none,yes,bad
<0,21.3,existing paid,new car,2310.31,<100,<1,3.39,male mar/wid,co applicant,1.6,real estate,38.9,stores,own,1,skilled,1,none,yes,bad
0<=X<200,24,existing paid,new car,1361.79,<100,4<=X<7,3.42,female div/dep/mar,none,4,life insurance,25,stores,own,1,unemp/unskilled non res,1,none,yes,bad
<0,21.6,existing paid,furniture/equipment,948.94,<100,1<=X<4,3.52,male mar/wid,none,2.8,life insurance,36.5,bank,for free,1,skilled,2,none,no,bad
0<=X<200,40.3,existing paid,new car,14219.91,<100,<1,2.9,male single,none,2,life insurance,25.5,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
0<=X<200,9.9,critical/order existing credit,education,1136,>=1000,>=7,4,male single,none,3,no known property,32,stores,for free,2,skilled,2,none,yes,bad
<0,18,existing paid,furniture/equipment,2462,<100,1<=X<4,2,male single,none,2,car,22,stores,own,1,skilled,1,none,yes,bad
<0,9.2,existing paid,radio/tv,1336.69,<100,<1,3.9,male single,none,1.9,car,33.4,stores,own,1.9,high qualif/self emp/mgmt,1,none,yes,bad
0<=X<200,15.8,delayed previously,furniture/equipment,2771.15,>=1000,<1,1.47,female div/dep/mar,none,2.3,car,25.3,bank,own,1.2,skilled,1,none,yes,bad
<0,48,existing paid,used car,10297,<100,4<=X<7,4,male single,none,4,no known property,39,stores,for free,3,skilled,2,yes,yes,bad
<0,6,existing paid,new car,14896,<100,>=7,1,male single,none,4,no known property,68,bank,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
<0,12,existing paid,furniture/equipment,7865,<100,>=7,4,male single,none,4,no known property,53,stores,for free,1,high qualif/self emp/mgmt,1,yes,yes,bad
0<=X<200,15,existing paid,domestic appliance,1275.05,>=1000,1<=X<4,4,female div/dep/mar,none,2,car,24,stores,rent,1,skilled,1,none,yes,bad
<0,36,existing paid,education,1977,no known savings,>=7,4,male single,none,4,no known property,40,stores,for free,1,high qualif/self emp/mgmt,1,yes,yes,bad
