checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
0<=X<200,44.37201088,no credits/all paid,domestic appliance,3831.906703,100<=X<500,1<=X<4,4,male mar/wid,none,3.093002721,life insurance,36.41865941,stores,for free,1,unemp/unskilled non res,1.697667574,none,yes,bad
<0,36,existing paid,education,1977,no known savings,>=7,4,male single,none,4,no known property,40,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
<0,24,all paid,new car,1365.17531,no known savings,<1,4,male mar/wid,none,2.68803001,car,38.44015005,stores,own,1,high qualif/self emp/mgmt,1,none,yes,bad
<0,11.22292158,existing paid,radio/tv,731.6624705,100<=X<500,4<=X<7,3.740973861,male div/sep,none,2.740973861,no known property,31.7048693,stores,own,1,unskilled resident,1,none,yes,bad
0<=X<200,35.5308806,delayed previously,education,11871.01107,<100,4<=X<7,2,male single,guarantor,3.549089553,car,33.50910447,stores,own,2,NA,1.450910447,none,yes,bad
<0,24,critical/order existing credit,new car,3575.222241,500<=X<10000,4<=X<7,2.663445785,male single,none,4,car,28.34621686,bank,own,1.336554215,skilled,1,none,yes,bad
<0,48,existing paid,used car,10297,<100,4<=X<7,4,male single,none,4,no known property,39,,for free,3,skilled,2,yes,yes,bad
0<=X<200,21.92217407,existing paid,new car,1351.536957,<100,4<=X<7,3.346304321,female div/dep/mar,none,3.653695679,life insurance,25.34630432,bank,own,1,unemp/unskilled non res,1,none,yes,bad
>=200,24.9856204,existing paid,business,4591.574945,<100,1<=X<4,2.041067517,male single,none,3.041067517,life insurance,52.7679745,stores,for free,2.958932483,high qualif/self emp/mgmt,1.041067517,none,yes,bad
0<=X<200,24,delayed previously,furniture/equipment,2060.707528,<100,>=7,2.736602214,female div/dep/mar,none,1.868301107,life insurance,32.41961328,stores,own,1,NA,1,yes,yes,bad
<0,22.87352052,existing paid,new car,1381.469366,>=1000,1<=X<4,3.81225342,female div/dep/mar,none,2,life insurance,34.15514039,stores,own,1,skilled,1,none,yes,bad
<0,22.04356649,delayed previously,new car,4821.238939,<100,4<=X<7,2.163036126,male single,co applicant,3.163036126,life insurance,32.95643351,stores,own,1.163036126,skilled,1,yes,yes,bad
0<=X<200,29.05254849,no credits/all paid,business,4273.841565,100<=X<500,1<=X<4,3.526274245,female div/dep/mar,none,4,car,27.57908585,stores,own,2.157908585,unskilled resident,1,none,yes,bad
<0,13.86671193,NA,retraining,3379.622068,<100,>=7,3.155559327,male single,none,3.688881345,life insurance,NA,stores,for free,1,high qualif/self emp/mgmt,1,yes,yes,bad
<0,24,existing paid,radio/tv,1823,<100,unemployed,4,male single,none,2,car,30,,own,1,high qualif/self emp/mgmt,2,none,yes,bad
NA,30,existing paid,repairs,11998,<100,<1,1,male div/sep,none,1,no known property,34,NA,own,1,unskilled resident,1,yes,yes,bad
no checking,36,critical/order existing credit,furniture/equipment,7127,<100,<1,2,female div/dep/mar,none,NA,life insurance,23,stores,rent,2,skilled,1,yes,yes,bad
0<=X<200,24,critical/order existing credit,new car,1356.862417,>=1000,<1,3.620805684,male div/sep,none,3.379194316,car,34.31208527,stores,own,1,skilled,1,yes,yes,bad
0<=X<200,18,critical/order existing credit,furniture/equipment,1926.073332,<100,<1,2.963333976,male div/sep,none,2.481666988,real estate,29.07333205,stores,own,1.518333012,unemp/unskilled non res,1,none,yes,bad
0<=X<200,15.48326407,critical/order existing credit,other,891.5502078,<100,<1,4,male mar/wid,none,4,car,29.70816019,bank,own,1,skilled,1.580544012,none,yes,bad
<0,14.91714968,critical/order existing credit,other,1271.08285,>=1000,1<=X<4,3,male mar/wid,none,3.917149684,no known property,38.94476646,stores,for free,1.972383228,skilled,1,none,yes,bad
<0,24,delayed previously,furniture/equipment,3124.64923,<100,4<=X<7,4,female div/dep/mar,none,1.043400783,life insurance,27.17360313,stores,own,1,skilled,1,none,yes,bad
no checking,24,existing paid,radio/tv,2397,500<=X<10000,>=7,3,male single,none,2,car,35,bank,own,2,skilled,1,yes,yes,bad
<0,18,existing paid,furniture/equipment,2473,<100,unemployed,4,male single,none,1,car,25,stores,own,1,unemp/unskilled non res,1,none,yes,bad
NA,48,existing paid,business,15672,<100,1<=X<4,2,NA,none,2,car,23,stores,own,1,skilled,1,yes,yes,bad
0<=X<200,39.94143363,existing paid,new car,6539.405886,100<=X<500,4<=X<7,2.776150934,male single,none,1.776150934,life insurance,30.26777385,stores,own,1,high qualif/self emp/mgmt,1,none,yes,bad
0<=X<200,30,critical/order existing credit,new car,5234,<100,unemployed,4,male mar/wid,none,2,car,28,stores,own,2,high qualif/self emp/mgmt,1,none,yes,bad
0<=X<200,8,existing paid,furniture/equipment,1237,<100,1<=X<4,3,female div/dep/mar,none,4,real estate,24,stores,own,1,skilled,1,none,yes,bad
>=200,45.6105824,critical/order existing credit,retraining,11644.16013,100<=X<500,1<=X<4,1.867254578,female div/dep/mar,none,3.601763733,car,25.32745422,bank,own,1.867254578,unskilled resident,1,none,yes,bad
0<=X<200,34.42221334,critical/order existing credit,furniture/equipment,8164.889333,100<=X<500,<1,2,male single,none,3.474071114,car,43.8407511,stores,own,3.21110667,high qualif/self emp/mgmt,1,none,yes,bad
<0,24,all paid,NA,1365.17531,no known savings,<1,4,male mar/wid,none,2.68803001,car,38.44015005,stores,own,1,high qualif/self emp/mgmt,1,none,yes,bad
<0,26.13594891,existing paid,new car,2427.252281,<100,4<=X<7,4,female div/dep/mar,none,4,real estate,30.72810219,stores,own,1,skilled,1,none,yes,bad
0<=X<200,24,existing paid,used car,11560,<100,1<=X<4,1,female div/dep/mar,none,4,car,23,stores,rent,2,high qualif/self emp/mgmt,1,none,yes,bad
<0,12,all paid,radio/tv,626,<100,NA,4,female div/dep/mar,none,4,real estate,24,bank,own,1,unskilled resident,1,none,yes,bad
<0,44.17703966,existing paid,repairs,4602.76994,<100,<1,2.840709986,male single,none,3.840709986,life insurance,28.77870042,stores,for free,2.159290014,high qualif/self emp/mgmt,1.840709986,none,yes,bad
<0,48,critical/order existing credit,used car,6143,<100,>=7,4,female div/dep/mar,none,4,no known property,58,,for free,2,unskilled resident,1,none,yes,bad
0<=X<200,6,delayed previously,new car,1209,<100,unemployed,4,male single,none,4,life insurance,47,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
0<=X<200,12.68029711,delayed previously,other,1479.23792,>=1000,1<=X<4,2.226765702,male mar/wid,none,1.340148553,no known property,25.79367996,stores,for free,1.113382851,skilled,1.113382851,none,yes,bad
<0,24,all paid,new car,1193,<100,NA,1,female div/dep/mar,co applicant,4,no known property,29,stores,rent,2,unemp/unskilled non res,1,none,yes,bad
<0,45,existing paid,radio/tv,1845,<100,1<=X<4,4,male single,none,4,no known property,23,stores,for free,1,skilled,1,yes,yes,bad
<0,21,NA,education,3414,<100,<1,2,male single,none,1,life insurance,26,stores,own,2,skilled,1,none,yes,bad
0<=X<200,24,existing paid,new car,1358.836598,<100,4<=X<7,3.239787359,female div/dep/mar,none,4,car,25,stores,own,1,unemp/unskilled non res,1,none,yes,bad
0<=X<200,9.901463368,existing paid,furniture/equipment,956.5960977,500<=X<10000,1<=X<4,1.901463368,female div/dep/mar,none,2.600975578,car,28.39902442,bank,own,1.901463368,skilled,1,none,no,bad
0<=X<200,22.64357994,critical/order existing credit,other,1215.472503,100<=X<500,<1,4,male single,none,4,life insurance,38.67821003,bank,own,1.92464333,high qualif/self emp/mgmt,1.92464333,none,yes,bad
>=200,48,critical/order existing credit,new car,10159.82479,500<=X<10000,1<=X<4,2.386174046,male single,none,2.386174046,no known property,43.03456489,bank,for free,1.386174046,skilled,1.193087023,none,yes,bad
0<=X<200,11.84427129,critical/order existing credit,domestic appliance,1194.103819,<100,>=7,3.220763828,female div/dep/mar,none,4,life insurance,36.55847234,stores,for free,1,skilled,1.389618086,none,NA,bad
no checking,24,existing paid,radio/tv,5943,no known savings,<1,1,female div/dep/mar,none,1,car,44,stores,own,2,skilled,1,yes,yes,bad
<0,48,all paid,business,7688.056533,<100,4<=X<7,2.078372653,female div/dep/mar,guarantor,4,car,37.19593163,bank,own,1,high qualif/self emp/mgmt,1,none,yes,bad
<0,16.72854082,critical/order existing credit,domestic appliance,1956.814378,<100,<1,3.03047211,female div/dep/mar,guarantor,3.03047211,life insurance,25.18283266,stores,own,2,skilled,1,none,yes,bad
0<=X<200,34.89399795,existing paid,furniture/equipment,3445.078332,500<=X<10000,<1,3.631332651,male mar/wid,guarantor,2.368667349,car,38.12899284,stores,own,1,skilled,1.815666326,none,yes,bad
<0,18,critical/order existing credit,repairs,1190,<100,unemployed,2,female div/dep/mar,none,4,no known property,55,stores,for free,3,unemp/unskilled non res,2,none,yes,bad
0<=X<200,15,delayed previously,repairs,1512,>=1000,1<=X<4,3,male mar/wid,none,3,life insurance,61,,own,2,skilled,1,none,yes,bad
0<=X<200,19.37524055,delayed previously,new car,1332.229207,<100,>=7,3.229206758,male single,none,1.614603379,life insurance,34.90667096,stores,for free,1.614603379,skilled,1.614603379,none,yes,bad
no checking,24,existing paid,business,4591,>=1000,1<=X<4,2,male single,none,3,life insurance,54,stores,own,3,high qualif/self emp/mgmt,1,yes,yes,bad
<0,48,existing paid,furniture/equipment,3927.695539,<100,NA,4,male mar/wid,none,3.611239932,no known property,44.44495973,bank,for free,1,skilled,1.805619966,none,yes,bad
0<=X<200,15,all paid,new car,6850,100<=X<500,unemployed,1,male single,none,2,life insurance,34,stores,own,NA,high qualif/self emp/mgmt,2,yes,yes,bad
<0,15.55133243,delayed previously,education,2283.713558,100<=X<500,<1,3.408111261,male div/sep,none,2.591888739,car,33.71355766,stores,own,2,high qualif/self emp/mgmt,1,none,yes,bad
<0,21.69638379,existing paid,furniture/equipment,1282.440426,no known savings,1<=X<4,4,female div/dep/mar,none,3.488085286,life insurance,29.95234114,stores,rent,1,skilled,1,none,yes,bad
0<=X<200,48.7987643,delayed previously,education,6228.260076,<100,<1,4,male single,none,4,no known property,49.46749046,stores,for free,1,skilled,1,none,yes,bad
0<=X<200,23.70321844,existing paid,domestic appliance,3927.088199,<100,1<=X<4,3.725268203,male mar/wid,none,2,car,34.07687742,stores,own,1,skilled,1.725268203,yes,yes,bad
>=200,18.39778796,existing paid,business,4165.99447,<100,1<=X<4,2.044198662,male single,none,2,car,35.77900669,stores,own,1.977900669,skilled,1.977900669,none,yes,bad
0<=X<200,40.5974079,critical/order existing credit,furniture/equipment,5152.753206,<100,4<=X<7,2.822510233,female div/dep/mar,none,2.588744883,car,29.17748977,stores,own,1.411255117,high qualif/self emp/mgmt,1,none,yes,bad
>=200,24.17268356,delayed previously,furniture/equipment,6804.208785,>=1000,1<=X<4,2.685853729,male single,none,3.657073136,car,54.62585229,stores,own,1.657073136,skilled,1,none,yes,bad
NA,12,existing paid,radio/tv,1331,<100,<1,2,male single,none,1,car,22,,own,1,NA,NA,none,yes,bad
no checking,24,existing paid,radio/tv,2397,500<=X<10000,>=7,3,male single,none,2,car,35,bank,own,2,skilled,1,yes,yes,bad
>=200,11.27986623,delayed previously,education,1126.12058,500<=X<10000,1<=X<4,4,female div/dep/mar,none,3.759955409,car,29.72013377,stores,own,1.240044591,unemp/unskilled non res,1.240044591,none,yes,bad
<0,18,existing paid,radio/tv,3190,<100,1<=X<4,2,female div/dep/mar,none,2,real estate,24,stores,own,1,skilled,1,none,yes,bad
0<=X<200,36,NA,new car,14318,<100,>=7,4,male single,none,2,no known property,57,stores,for free,1,high qualif/self emp/mgmt,1,yes,yes,bad
<0,14.86316232,existing paid,new car,903.5789529,no known savings,1<=X<4,4,male div/sep,none,2,car,24.43158116,bank,own,1,skilled,1,none,yes,bad
0<=X<200,24,critical/order existing credit,furniture/equipment,4774.391565,<100,4<=X<7,2,male div/sep,guarantor,3.526030059,car,27.84381965,bank,own,1,unemp/unskilled non res,1,none,yes,bad
<0,18,existing paid,furniture/equipment,2471.539365,<100,>=7,3.734429962,male single,none,1.132785019,car,24.60164494,stores,own,1,skilled,1,none,yes,bad
<0,24,delayed previously,new car,4870,<100,1<=X<4,3,male single,none,4,no known property,53,stores,for free,2,skilled,2,none,yes,bad
<0,39.27946372,critical/order existing credit,repairs,11494.80081,100<=X<500,1<=X<4,2,male div/sep,guarantor,NA,car,25.81677839,bank,own,2,skilled,1,none,yes,bad
>=200,10.02748601,existing paid,new car,1308.807598,>=1000,1<=X<4,3.986256996,male mar/wid,guarantor,3.958770988,car,26.97251399,stores,NA,1,unemp/unskilled non res,1,none,yes,bad
no checking,18,critical/order existing credit,education,1864,100<=X<500,1<=X<4,4,female div/dep/mar,none,2,real estate,30,stores,own,2,skilled,1,none,yes,bad
0<=X<200,38.19439197,delayed previously,furniture/equipment,5163.822122,<100,1<=X<4,3.634268006,male mar/wid,none,2.182865997,car,29.182866,stores,own,1,high qualif/self emp/mgmt,1,none,yes,bad
0<=X<200,20.61403739,existing paid,new car,2039,<100,1<=X<4,1,female div/dep/mar,none,2.692981304,no known property,20.8713458,bank,own,NA,skilled,1,none,yes,bad
<0,21.66772925,all paid,new car,1649.670917,>=1000,1<=X<4,4,male mar/wid,none,NA,car,37.55165941,stores,own,1.777423582,unskilled resident,1.777423582,none,yes,bad
no checking,10,existing paid,furniture/equipment,2210,<100,1<=X<4,2,male single,none,2,real estate,25,bank,rent,1,unskilled resident,1,none,yes,bad
<0,29.5209436,delayed previously,furniture/equipment,3460.307916,<100,<1,3.730039317,male mar/wid,guarantor,2,car,38.49051112,stores,own,1.269960683,skilled,1.730039317,none,yes,bad
0<=X<200,12,existing paid,new car,1223,<100,>=7,1,male div/sep,none,1,real estate,46,stores,rent,2,skilled,1,none,yes,bad
<0,29.11074682,delayed previously,education,2127.776867,<100,1<=X<4,2.765472576,male single,guarantor,1.382736288,life insurance,28.97557174,stores,own,1.617263712,skilled,1,none,yes,bad
<0,18,existing paid,furniture/equipment,1131,<100,unemployed,4,female div/dep/mar,none,2,car,33,stores,own,1,skilled,1,none,yes,bad
<0,24,all paid,furniture/equipment,3552,<100,4<=X<7,3,male single,NA,4,car,27,bank,own,1,skilled,1,none,yes,bad
<0,26.16383186,critical/order existing credit,domestic appliance,3141.886152,<100,1<=X<4,3.278722714,male mar/wid,none,2.721277286,life insurance,31,stores,own,1,skilled,1,none,yes,bad
0<=X<200,35.03360101,delayed previously,retraining,8254.28744,<100,1<=X<4,2,male single,none,2,life insurance,29.70452945,stores,own,1,skilled,1.838933502,none,yes,bad
0<=X<200,15,no credits/all paid,new car,1778,<100,<1,2,female div/dep/mar,none,1,real estate,26,stores,rent,2,unemp/unskilled non res,1,none,yes,bad
<0,23.65960619,all paid,education,3536.341885,<100,4<=X<7,2.886535398,male single,none,3.659606194,car,26.8865354,bank,own,1.113464602,skilled,1,none,yes,bad
no checking,48,existing paid,business,4844,<100,unemployed,3,male single,none,2,car,33,bank,rent,1,high qualif/self emp/mgmt,1,yes,yes,bad
0<=X<200,12,existing paid,radio/tv,766,500<=X<10000,1<=X<4,4,male single,none,3,NA,66,stores,own,1,unskilled resident,1,none,yes,bad
<0,12,existing paid,radio/tv,727,100<=X<500,<1,4,male mar/wid,none,3,no known property,33,stores,own,1,unskilled resident,1,yes,NA,bad
<0,22.59006658,existing paid,furniture/equipment,7834.994811,<100,>=7,4,male single,none,4,no known property,49.76414632,bank,for free,1,high qualif/self emp/mgmt,1,none,yes,bad
0<=X<200,40.75948834,existing paid,other,3023.032978,100<=X<500,1<=X<4,4,male mar/wid,guarantor,3.871499647,life insurance,21.51400141,stores,rent,1.128500353,skilled,1,none,yes,bad
0<=X<200,24,existing paid,new car,2718,<100,1<=X<4,3,female div/dep/mar,none,4,life insurance,20,stores,rent,1,unskilled resident,1,yes,yes,bad
0<=X<200,39.48108692,existing paid,education,6330.405754,>=1000,<1,4,male single,none,4,life insurance,34.47639854,stores,for free,1,skilled,1,none,yes,bad
<0,20.03581822,existing paid,new car,1281.366167,>=1000,4<=X<7,3.669651519,female div/dep/mar,none,3.008954556,no known property,33.65174241,stores,own,1,skilled,1,none,yes,bad
NA,6.514833055,existing paid,new car,14886.08088,<100,>=7,1.051483305,male single,NA,3.965677796,no known property,67.81122788,bank,for free,1,high qualif/self emp/mgmt,1,yes,yes,bad
0<=X<200,6,all paid,education,436.643782,<100,<1,4,female div/dep/mar,none,2.485837596,life insurance,23.7570812,bank,own,1,skilled,1.757081202,none,yes,bad
0<=X<200,15,all paid,new car,6850,100<=X<500,unemployed,1,male single,none,2,life insurance,34,stores,own,1,high qualif/self emp/mgmt,2,yes,yes,bad
0<=X<200,24,existing paid,other,11328,<100,1<=X<4,2,male single,co applicant,3,car,29,bank,own,2,high qualif/self emp/mgmt,1,yes,yes,bad
<0,24,all paid,furniture/equipment,6872,<100,<1,2,male div/sep,none,1,life insurance,55,bank,own,1,skilled,1,yes,yes,bad
<0,24,existing paid,radio/tv,1987,<100,1<=X<4,2,male single,none,4,real estate,21,stores,rent,1,unskilled resident,2,none,yes,bad
0<=X<200,24,critical/order existing credit,other,11938,<100,1<=X<4,2,male single,co applicant,3,car,39,stores,own,2,high qualif/self emp/mgmt,2,yes,yes,bad
<0,14.16207057,existing paid,new car,1223.675859,<100,1<=X<4,4,female div/dep/mar,none,2.360345095,life insurance,23.6396549,stores,own,1,unemp/unskilled non res,1,none,yes,bad
0<=X<200,45,critical/order existing credit,radio/tv,4746,<100,<1,4,male single,none,2,life insurance,25,stores,own,2,unskilled resident,1,none,yes,bad
0<=X<200,12.67330075,existing paid,new car,1294.438916,<100,4<=X<7,3.056108395,female div/dep/mar,none,1.168325186,car,25.39275877,stores,rent,1,skilled,1,none,yes,bad
0<=X<200,16.07050341,critical/order existing credit,furniture/equipment,1926.070503,<100,4<=X<7,2.643165529,male single,none,2,no known property,32.92949659,stores,own,1.678417235,unskilled resident,1,none,yes,bad
0<=X<200,38.51040543,existing paid,radio/tv,7460.700672,<100,<1,NA,male div/sep,none,3.023314027,life insurance,37.81473937,stores,for free,1,high qualif/self emp/mgmt,1.511657014,none,yes,bad
<0,33.871988,delayed previously,repairs,6279.197289,<100,4<=X<7,4,male single,none,3.215110445,life insurance,38.935994,stores,for free,2,NA,1,yes,yes,bad
0<=X<200,45.66053601,existing paid,new car,3906.240673,<100,1<=X<4,4,male mar/wid,none,3.415134003,life insurance,45.22017867,stores,for free,1,skilled,1.805044668,none,yes,bad
